spacing: 0.15    Diffusion (D) = 1.0011e-06 +/- 2.02e-09 cm^2/s    Exponent (nu) = 0.88 +/- 6.04e-04
spacing: 0.17    Diffusion (D) = 9.7092e-07 +/- 2.24e-09 cm^2/s    Exponent (nu) = 0.85 +/- 5.76e-04
spacing: 0.18    Diffusion (D) = 1.1260e-06 +/- 2.13e-09 cm^2/s    Exponent (nu) = 0.83 +/- 1.92e-04
spacing: 0.19    Diffusion (D) = 1.4372e-06 +/- 2.85e-09 cm^2/s    Exponent (nu) = 0.91 +/- 5.29e-04
spacing: 0.21    Diffusion (D) = 1.5190e-06 +/- 4.62e-09 cm^2/s    Exponent (nu) = 0.85 +/- 5.97e-04
