3.2909    655792
1.9000    3091360
0.0000    1845568
2.6870    2042872
4.2485    685928
6.8505    59032
7.8339    32944
6.3016    68904
5.3740    131352
7.1091    93504
6.0083    136136
3.8000    251304
4.6540    482000
8.0610    9320
5.7000    113296
7.8339    7464
6.3016    32552
6.5818    30296
5.7000    125088
8.2819    14328
10.4067    2976
13.4350    72
8.7069    17120
9.5000    4024
9.6881    2776
8.0610    16544
10.9147    1696
8.9118    7416
12.4591    232
8.4971    9568
7.6000    6048
9.6881    5288
9.3081    4200
10.2318    3616
11.0788    1432
12.1659    384
11.2406    1000
9.8727    2592
12.3134    472
11.4000    216
12.1659    160
10.7480    432
11.7124    344
12.8864    288
11.5572    208
12.7456    216
9.8727    432
13.9621    120
13.3000    96
13.8322    72
11.7124    120
11.4000    312
12.0167    72
12.6032    144
14.5942    24
14.2183    72
12.6032    64
13.8322    48
12.7456    64
