2.4042    2048904
1.7000    2757584
0.0000    1629840
6.3608    131976
2.9445    673896
4.1641    527472
3.8013    753080
5.8890    37144
5.3759    180584
3.4000    299440
6.1294    87784
4.8083    141344
5.6383    92792
5.1000    285488
7.6026    20400
5.6383    41192
6.8000    11480
7.2125    14920
7.2125    29888
7.0093    74296
9.3113    5752
7.7904    34464
11.0173    1072
7.4101    6816
7.4101    15496
9.1548    7488
9.7658    4088
8.3283    9424
10.4795    1992
8.8335    4688
7.9737    12992
8.6683    19360
10.2000    1696
8.8335    4008
8.5000    8480
10.0573    3208
9.1548    3816
12.3762    424
10.8853    1344
11.1476    384
10.8853    1104
11.4039    688
16.0378    48
13.0579    136
9.9126    3048
9.6167    1072
10.4795    552
10.3407    1056
10.7517    544
11.9000    456
11.5300    560
12.2589    160
15.3942    72
12.0208    896
15.5808    72
12.7216    192
14.6240    232
13.2774    384
13.7058    88
11.9000    48
12.4924    568
12.4924    96
12.1404    96
13.3858    96
14.2232    72
11.7779    72
13.9151    24
11.4039    216
11.2765    432
12.1404    144
13.8109    48
11.2765    48
14.0186    88
12.8347    24
12.9468    48
14.1213    24
