1.5000    2652720
2.5981    692952
3.3541    737856
3.6742    360624
2.1213    2110968
4.5000    292944
3.0000    286248
5.4083    96192
0.0000    1565104
3.6742    163176
4.7434    182400
6.7082    24840
6.8739    38352
5.6125    98736
6.1847    38832
8.0777    15312
4.2426    146928
8.8741    3048
4.9749    145680
7.3485    7488
5.6125    51648
9.0000    2208
6.0000    12936
6.1847    42336
7.0356    16392
6.5383    27312
6.3640    52344
7.5000    12432
5.1962    40200
7.6485    25392
8.2158    7056
10.0623    1440
8.6168    5424
7.7942    9504
8.2158    2352
9.8362    576
9.6047    3312
11.0227    552
9.2466    1824
10.1735    864
9.1241    1656
12.1861    96
9.4868    696
8.8741    1392
8.4853    2184
8.7464    4992
7.3485    3024
9.2466    2448
10.6066    528
11.8110    120
12.8160    96
9.7211    1560
11.2250    192
11.5217    192
11.0227    120
11.4237    168
10.5000    480
10.8167    168
11.2250    384
13.8293    120
9.9499    576
13.1624    216
10.9202    792
12.9035    120
11.8110    120
12.4599    168
10.7121    264
11.7154    24
12.3693    48
12.0934    96
11.3248    24
14.1510    24
10.5000    192
13.0767    48
10.3923    72
14.2302    48
12.7279    24
11.3248    24
