1.8000    2882024
2.5456    2082200
4.0249    707112
0.0000    1773072
3.6000    269880
3.1177    671080
4.4091    503736
5.4000    50704
5.6921    156184
6.4900    75920
5.4000    207280
5.0912    138592
6.7350    112968
5.9699    37216
7.6368    11912
7.2000    8456
7.8460    17464
9.0000    6624
6.2354    30176
5.9699    82904
7.6368    20648
9.1782    13336
9.6933    2304
9.3531    3672
8.0498    14520
7.4216    56088
12.0748    336
8.8182    5616
10.6489    1872
10.4957    1872
9.8590    3792
8.2486    25176
9.6933    4456
8.4427    9352
10.3402    2152
11.5256    1464
10.1823    648
12.4708    48
11.8034    144
12.0748    336
10.8000    216
9.3531    936
11.0959    864
11.6653    952
20.9914    24
11.3842    312
14.1732    96
10.9490    696
12.6000    216
10.8000    216
12.2082    216
13.2272    240
11.9398    168
12.7279    552
13.8261    96
12.9800    144
12.8546    144
13.1042    144
13.4700    192
14.0584    72
13.7084    72
15.3792    24
15.2735    24
11.8034    48
