5.3666    327072
3.3941    949128
2.4000    1538024
4.8000    157632
4.1569    279184
5.8788    199824
7.2000    86608
7.9599    40248
0.0000    1196624
9.6000    3536
10.4614    3976
10.9982    5840
7.5895    62152
8.9800    28224
10.1823    10016
6.7882    50792
8.6533    21024
11.2570    1864
12.2376    2664
9.8955    10504
12.4708    1032
10.7331    4080
9.8955    3976
8.3138    8072
12.0000    1656
12.9244    1576
11.7576    1168
16.0997    168
13.1453    696
13.5765    240
16.2776    48
20.7846    24
13.7870    168
15.3675    72
14.1986    456
14.5986    144
13.9943    480
13.7870    456
14.4000    192
14.7946    120
15.3675    48
15.1789    72
15.7379    48
15.9198    24
16.9706    24
14.7946    24
