0.0000    1461664
6.7082    240528
5.1962    283720
4.2426    989232
3.0000    1640432
9.0000    46248
8.4853    28264
9.4868    23168
6.0000    101760
7.3485    41248
9.9499    14736
7.3485    98176
12.3693    1344
13.0767    1376
10.8167    7208
11.2250    5912
12.7279    2256
12.3693    1704
14.0712    360
10.3923    4552
13.4164    640
12.0000    456
11.2250    3456
15.0000    144
15.2971    240
13.7477    864
14.6969    96
16.4317    48
15.5885    72
14.6969    24
16.1555    48
17.4929    24
