1.5000    1367592
2.1213    1078312
2.5981    346216
0.0000    732584
3.0000    153304
5.4083    46472
3.6742    177152
3.3541    370352
3.6742    83104
4.5000    144368
6.7082    11944
7.5000    5808
4.2426    72744
6.1847    19904
4.9749    68032
5.1962    18064
8.6168    2448
7.0356    8040
4.7434    91472
5.6125    45912
6.3640    24728
6.8739    19584
6.1847    18328
6.0000    6928
5.6125    24320
7.6485    12784
6.5383    12856
7.7942    4408
8.0777    7368
8.8741    552
9.2466    1368
9.6047    1920
9.1241    744
7.3485    1080
11.4237    144
11.3248    48
8.8741    1128
8.4853    840
12.0934    192
10.6066    432
11.5217    256
9.0000    976
10.0623    456
12.9035    48
7.3485    3840
12.8160    96
8.2158    3128
8.7464    1528
9.4868    480
10.8167    96
11.2250    168
9.2466    808
8.2158    1008
9.8362    328
11.0227    336
10.1735    552
11.2250    192
13.1624    72
9.7211    640
10.9202    216
12.4599    120
13.8293    192
11.7154    24
14.1510    48
10.5000    168
13.0767    24
10.7121    120
9.9499    312
12.3693    48
12.1861    48
11.0227    24
10.5000    48
11.8110    24
