3.1177    329328
2.5456    1043520
1.8000    1446824
0.0000    894416
5.0912    71208
8.2486    12592
4.0249    352736
4.4091    248256
5.9699    41752
3.6000    129848
5.6921    75496
5.4000    104448
6.7350    56840
6.2354    17120
5.4000    23504
7.2000    4128
7.4216    28312
6.4900    36504
10.3402    1032
8.0498    7912
9.0000    3824
5.9699    18000
8.8182    2696
7.6368    11168
9.1782    6352
7.6368    5800
8.4427    4656
11.5256    520
7.8460    8624
9.6933    2016
10.4957    888
10.1823    528
9.6933    776
11.6653    384
9.3531    1888
10.6489    1128
9.8590    1784
12.2082    216
11.3842    192
9.3531    576
12.0748    144
11.0959    648
12.8546    48
13.1042    72
10.8000    168
12.4708    72
12.6000    96
13.8261    24
10.8000    48
13.2272    72
12.0748    168
12.7279    144
10.9490    144
11.9398    48
11.8034    72
16.6925    24
12.9800    48
15.2735    24
14.0584    24
13.4700    96
14.1732    24
