3.3000    1628416
0.0000    1612296
4.6669    867216
5.7158    213104
6.6000    147584
9.9000    42336
7.3790    246304
8.0833    123488
10.9449    18912
9.3338    25200
12.3475    11512
10.4355    33424
13.6062    1920
13.6062    4088
11.8983    10056
14.0007    3056
16.8268    464
14.7580    1232
11.4315    2952
13.2000    1512
18.9571    144
16.5000    536
15.1225    760
15.4784    552
15.1225    544
14.3844    856
14.3844    432
18.0748    96
16.1666    416
17.7710    144
23.7966    24
17.7710    144
17.1473    120
18.6676    48
17.1473    48
18.9571    24
19.5231    24
19.2421    16
