2.1000    1443528
0.0000    1029784
5.1439    241280
2.9698    1018200
3.6373    314536
4.6957    358184
6.9649    50488
6.3000    87344
4.2000    138512
7.8575    28984
7.8575    14312
8.9095    12648
5.9397    61304
8.6585    19096
6.6408    71496
7.5717    29872
7.2746    13280
8.4000    3200
14.7000    96
6.3000    26024
9.6234    8048
10.2879    1648
9.8499    2832
9.1537    6360
10.7079    3376
11.3088    2168
12.4238    624
10.9119    1696
9.3915    5136
11.5022    984
12.6000    184
12.0636    552
12.7738    240
10.5000    2152
12.0636    112
12.2450    408
11.8794    208
14.0872    96
13.4466    168
13.2816    144
14.0872    24
12.9453    144
12.9453    96
14.2429    96
14.8492    120
15.4318    48
16.5354    24
14.7000    48
15.7150    48
13.6096    24
13.7706    24
