3.5355e+00    1998835
5.0000e+00    249360
0.0000e+00    595897
2.5000e+00    1798709
5.5902e+00    423986
4.3301e+00    661796
6.1237e+00    222527
7.5000e+00    21129
8.2916e+00    2177
7.0711e+00    17405
7.9057e+00    7118
8.6603e+00    693
9.3541e+00    368
